"URL","Usuario","Fecha","Reseña"
"https://lh3.googleusercontent.com/a-/ALV-UjVG2YfLDIZDbCz6XN2TkprEoep_U_m_izLaeWo5hKsHdQPSC4DV=w36-h36-p-rp-mo-br100","Albertix","Hace un mes","Tranvía frecuente entre semana"
"https://lh3.googleusercontent.com/a/ACg8ocIGifsdYTV1nb3giMKWdiNZmCH3-n0IPnX1tdohyJpdg-EQDA=w36-h36-p-rp-mo-br100","Marta Gómez","Hace 5 años","Bastante cómodo, aunque tarda demasiado hasta Aravaca, para mi gusto"
"https://lh3.googleusercontent.com/a/ACg8ocL6j3fUjdHjzglCFPCFitAnCJ2BggebpG8jNROfZWVFbqChuA=w36-h36-p-rp-mo-ba4-br100","Rocio Rodrigo Rubio","Hace 6 años","Somosaguas centro es una estación del servicio de metro ligero 2 en somosaguas en Madrid España"
"https://lh3.googleusercontent.com/a-/ALV-UjVvc7SunGaJ0rrpFjeGyTGsV-xEM-Zp3rDWjXN1aKQzFqZKkyYF8A=w36-h36-p-rp-mo-ba5-br100","Quique Cortes","Hace 8 años","tarda ocho minutos hasta la linea 10 comodo y rapido"
"https://lh3.googleusercontent.com/a-/ALV-UjWnTJEJtBOUDtTru_FTmp4b2qhpqWKBqFkFvUGavQ1J2M-v96-a1Q=w36-h36-p-rp-mo-ba6-br100","Raúl Sánchez De La Montaña","Hace 5 años","Un lujo tener el metro ligero en la puerta del trabajo"
"https://lh3.googleusercontent.com/a-/ALV-UjVU0S27xzUpJ53FUwXkS5d01Rpk349_y18dZUY0noQMDzmEZ8E=w36-h36-p-rp-mo-ba4-br100","Vamos Atleti","Hace un año",""
